ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( ft);LOCATION Speed ( Kmh);LOCATION Accuracy ( ft);Temperature ( °F);Level (%);Voltage (Volt);Time since start in ms ; 
-2.7185; 1.0577; 9.6094; 0.0176; 0.0; -0.0538; 107.42; -6.33; -18.66; 44.937416; -93.109375; 731.9; 45.0; 48.4; 64.2; 59.0; 3.744; 187556; 
-2.9568; 1.0565; 9.7356; 0.0399; 0.046; -0.0277; 107.46; -6.04; -18.64; 44.937416; -93.109375; 731.9; 45.0; 48.4; 64.2; 59.0; 3.744; 188056; 
-2.959; 0.491; 10.0392; 0.0441; -0.0766; 0.0; 105.98; -5.61; -17.65; 44.937416; -93.109375; 731.9; 45.0; 48.4; 64.2; 59.0; 3.744; 188556; 
-2.9126; 0.4049; 9.2753; -0.0177; 0.0267; -0.0231; 107.04; -4.95; -18.02; 44.937416; -93.109375; 731.9; 45.0; 48.4; 64.2; 59.0; 3.744; 189056; 
-3.102; 0.0906; 9.4076; 0.0398; -0.0597; 0.0; 107.16; -3.94; -18.21; 44.937416; -93.109375; 731.9; 45.0; 48.4; 64.2; 59.0; 3.744; 189556; 
-3.2918; 0.3096; 9.5977; 0.029; 0.1396; 0.0; 107.56; -3.39; -18.0; 44.938023; -93.109344; 711.3; 43.199997; 29.0; 64.2; 59.0; 3.744; 190058; 
-3.214; 0.1983; 9.0542; 0.0; -0.0587; 0.0; 107.49; -3.38; -18.37; 44.938023; -93.109344; 711.3; 43.199997; 29.0; 64.2; 59.0; 3.744; 190558; 
-3.0234; 0.4522; 9.5198; 0.0234; 0.1533; 0.0; 107.78; -3.28; -18.42; 44.938023; -93.109344; 711.3; 43.199997; 29.0; 64.2; 59.0; 3.744; 191070; 
-3.0319; 0.2617; 9.4073; -0.0308; 0.0; 0.0; 107.9; -2.37; -18.19; 44.938023; -93.109344; 711.3; 43.199997; 29.0; 64.2; 59.0; 3.744; 191571; 
-2.7281; -0.147; 9.1526; 0.0653; -0.0225; 0.0217; 107.19; -0.66; -17.73; 44.938023; -93.109344; 711.3; 43.199997; 29.0; 64.2; 59.0; 3.744; 192071; 
-2.7833; -0.1126; 9.6007; 0.0214; 0.0458; 0.0184; 107.73; -0.89; -17.12; 44.938023; -93.109344; 711.3; 43.199997; 29.0; 64.2; 59.0; 3.744; 192596; 
-2.7649; 0.2307; 9.3458; -0.033; -0.0459; 0.0; 108.19; -0.94; -16.5; 44.938023; -93.109344; 711.3; 43.199997; 29.0; 64.2; 59.0; 3.744; 193105; 
-2.6874; 0.0674; 9.816; 0.0; 0.0; 0.0; 108.65; -1.42; -16.3; 44.938023; -93.109344; 711.3; 43.199997; 29.0; 64.2; 59.0; 3.744; 193605; 
-2.5191; 0.1834; 9.3675; 0.0; 0.0403; 0.0298; 108.93; -1.09; -16.12; 44.938023; -93.109344; 711.3; 43.199997; 29.0; 64.2; 59.0; 3.744; 194106; 
-2.735; 0.0817; 9.5597; 0.0; 0.0361; 0.0; 108.9; -0.89; -15.82; 44.938023; -93.109344; 711.3; 43.199997; 29.0; 64.2; 59.0; 3.744; 194607; 
-2.7278; 0.0495; 9.1924; 0.0556; 0.0; 0.02; 109.35; -0.94; -15.77; 44.938488; -93.10932; 710.3; 36.899998; 22.6; 64.2; 59.0; 3.744; 195108; 
-2.7415; 0.2334; 9.4521; 0.0; 0.0319; 0.0; 109.41; -0.86; -15.75; 44.938488; -93.10932; 710.3; 36.899998; 22.6; 64.2; 59.0; 3.744; 195615; 
-2.858; 0.2584; 9.663; 0.0384; 0.0; 0.0; 109.24; -1.08; -15.97; 44.938488; -93.10932; 710.3; 36.899998; 22.6; 64.2; 59.0; 3.744; 196115; 
-2.8469; 0.1712; 9.4841; 0.0; 0.0405; 0.0; 109.24; -1.07; -16.01; 44.938488; -93.10932; 710.3; 36.899998; 22.6; 64.2; 59.0; 3.744; 196615; 
-2.764; 0.26; 9.4313; 0.0395; 0.0; 0.0272; 109.3; -1.02; -15.91; 44.938488; -93.10932; 710.3; 36.899998; 22.6; 64.2; 59.0; 3.744; 197136; 
-2.1082; 0.1066; 9.2452; -0.0234; -0.0511; 0.0; 109.55; -1.15; -15.37; 44.938488; -93.10932; 710.3; 36.899998; 22.6; 64.2; 59.0; 3.744; 197692; 
-2.0356; 0.1932; 10.9045; 0.1333; 0.16; 0.0739; 109.48; -1.07; -14.41; 44.938488; -93.10932; 710.3; 36.899998; 22.6; 64.2; 59.0; 3.744; 198192; 
-1.2499; 0.9004; 9.531; 0.05; 0.0; -0.058; 109.98; -2.27; -12.17; 44.938488; -93.10932; 710.3; 36.899998; 22.6; 64.2; 59.0; 3.744; 198716; 
-1.165; 2.2408; 9.9098; 0.1097; -0.0414; -0.2178; 114.1; -6.07; -10.12; 44.938847; -93.1093; 710.6; 36.899998; 35.5; 64.2; 59.0; 3.744; 199245; 
-1.6508; 3.1635; 9.5674; 0.0905; -0.0275; -0.3692; 121.12; -10.53; -10.42; 44.938847; -93.1093; 710.6; 36.899998; 35.5; 64.2; 59.0; 3.744; 199745; 
-1.7859; 3.5448; 9.6356; 0.1981; 0.0; -0.4214; 126.89; -15.58; -13.19; 44.938847; -93.1093; 710.6; 36.899998; 35.5; 64.2; 59.0; 3.744; 200261; 
-2.5266; 2.7674; 8.4638; 0.2109; -0.0435; -0.3948; 127.16; -16.65; -14.9; 44.938847; -93.1093; 710.6; 36.899998; 35.5; 64.2; 59.0; 3.744; 200761; 
-3.0364; 2.9005; 8.8611; 0.1054; 0.0268; -0.4065; 127.53; -17.42; -17.71; 44.938847; -93.1093; 710.6; 36.899998; 35.5; 64.2; 59.0; 3.744; 201261; 
-3.7681; 2.5188; 9.2036; 0.0478; -0.0712; -0.4395; 128.94; -16.67; -20.82; 44.938847; -93.1093; 710.6; 36.899998; 35.5; 64.2; 59.0; 3.744; 201769; 
-4.1316; 2.1142; 9.0909; 0.0979; 0.029; -0.2978; 129.08; -14.38; -23.95; 44.938847; -93.1093; 710.6; 36.899998; 35.5; 64.2; 59.0; 3.744; 202278; 
-3.9338; 0.8939; 8.7822; 0.0308; 0.0; -0.1443; 124.72; -10.98; -24.82; 44.938847; -93.1093; 710.6; 36.899998; 35.5; 64.2; 59.0; 3.744; 202778; 
-3.8513; 0.6502; 8.7475; 0.037; -0.1117; -0.0396; 120.93; -9.01; -24.13; 44.938847; -93.1093; 710.6; 36.899998; 35.5; 64.2; 59.0; 3.744; 203344; 
-4.0331; 0.835; 9.3581; 0.0241; -0.0445; -0.0341; 120.71; -7.78; -24.13; 44.938847; -93.1093; 710.6; 36.899998; 35.5; 64.2; 59.0; 3.744; 203857; 
-3.7461; 0.5907; 8.5809; -0.0422; -0.022; 0.0; 120.3; -6.58; -23.38; 44.938335; -93.10917; ; ; 145.2; 64.2; 59.0; 3.744; 204357; 
-3.816; 0.3521; 9.3436; 0.0; -0.0614; 0.0; 119.96; -4.94; -22.91; 44.938335; -93.10917; ; ; 145.2; 64.2; 59.0; 3.744; 204877; 
-3.7714; 0.4727; 8.9774; 0.0; -0.0465; 0.0; 119.65; -4.23; -22.67; 44.938335; -93.10917; ; ; 145.2; 64.2; 59.0; 3.744; 205388; 
-3.6147; 0.6884; 9.9682; 0.0; -0.0508; 0.0; 120.2; -3.54; -22.06; 44.938335; -93.10917; ; ; 145.2; 64.2; 59.0; 3.744; 205888; 
-3.108; 0.3025; 9.0231; 0.0559; 0.0697; 0.0225; 120.71; -3.4; -20.84; 44.938335; -93.10917; ; ; 145.2; 64.2; 59.0; 3.744; 206396; 
-3.1535; 0.4756; 9.3708; -0.0625; 0.108; -0.0873; 120.73; -3.46; -20.38; 44.938335; -93.10917; ; ; 145.2; 64.2; 59.0; 3.744; 206946; 
-3.1162; 0.4284; 8.9809; 0.0229; -0.0551; 0.0; 121.18; -3.16; -19.72; 44.938335; -93.10917; ; ; 145.2; 64.2; 59.0; 3.744; 207505; 
-3.2069; 0.5116; 9.1054; -0.0527; -0.0636; 0.0; 121.12; -2.79; -19.24; 44.93914; -93.10883; 710.0; 21.599998; 29.0; 64.2; 59.0; 3.744; 208021; 
-3.1985; 0.6094; 9.6712; 0.0; 0.0281; 0.0256; 121.41; -2.48; -19.17; 44.93914; -93.10883; 710.0; 21.599998; 29.0; 64.2; 59.0; 3.744; 208521; 
-2.6065; 0.7978; 9.0277; 0.0347; 0.0; 0.0224; 121.59; -2.4; -18.94; 44.93914; -93.10883; 710.0; 21.599998; 29.0; 64.2; 59.0; 3.744; 209021; 
-2.6372; 0.5947; 9.1815; 0.0432; 0.0516; 0.0; 122.22; -3.01; -17.63; 44.93914; -93.10883; 710.0; 21.599998; 29.0; 64.2; 59.0; 3.744; 209521; 
-2.5889; 0.7844; 10.0508; -0.0592; 0.0345; -0.018; 122.34; -3.2; -17.16; 44.93914; -93.10883; 710.0; 21.599998; 29.0; 64.2; 59.0; 3.744; 210021; 
-2.4694; 0.5387; 9.1051; 0.0; 0.0; 0.0; 122.28; -2.75; -16.73; 44.93914; -93.10883; 710.0; 21.599998; 29.0; 64.2; 59.0; 3.744; 210536; 
-2.4757; 0.4824; 9.334; 0.0; 0.0239; -0.0178; 122.29; -2.52; -15.99; 44.93914; -93.10883; 710.0; 21.599998; 29.0; 64.2; 59.0; 3.744; 211036; 
-2.5709; 0.4072; 9.5692; 0.0231; 0.0197; -0.0325; 122.67; -2.7; -15.77; 44.93914; -93.10883; 710.0; 21.599998; 29.0; 64.2; 59.0; 3.744; 211569; 
-2.7466; 0.3203; 9.3129; -0.0218; 0.024; -0.0907; 124.14; -3.2; -15.57; 44.93914; -93.10883; 710.0; 21.599998; 29.0; 64.2; 59.0; 3.744; 212101; 
-2.714; 0.4063; 9.1836; -0.0197; 0.023; -0.0222; 123.82; -2.91; -16.04; 44.93914; -93.10883; 710.0; 21.599998; 29.0; 64.2; 59.0; 3.744; 212601; 
-3.2926; -0.0751; 9.7298; -0.0356; 0.0; 0.0491; 123.06; -1.87; -17.37; 44.93897; -93.108185; 708.4; 28.8; 25.8; 64.2; 59.0; 3.744; 213102; 
-3.1851; -0.9897; 9.1779; -0.09; 0.0; 0.0768; 119.92; 2.46; -18.36; 44.93897; -93.108185; 708.4; 28.8; 25.8; 64.2; 59.0; 3.744; 213619; 
-3.3602; -1.1689; 9.9474; 0.0; 0.0879; 0.1002; 118.96; 3.26; -18.51; 44.93897; -93.108185; 708.4; 28.8; 25.8; 64.2; 59.0; 3.744; 214120; 
-3.7076; -0.8606; 9.6856; 0.0827; -0.0304; 0.1258; 119.1; 2.59; -20.8; 44.93897; -93.108185; 708.4; 28.8; 25.8; 64.2; 59.0; 3.744; 214620; 
-3.6975; -0.4606; 8.7745; 0.0; 0.0; 0.0948; 120.13; 1.23; -20.44; 44.93897; -93.108185; 708.4; 28.8; 25.8; 64.2; 59.0; 3.744; 215129; 
-3.7057; 0.2217; 9.8545; -0.1132; 0.0644; -0.0705; 120.4; 2.23; -20.79; 44.93897; -93.108185; 708.4; 28.8; 25.8; 64.2; 59.0; 3.744; 215631; 
-3.558; -0.0454; 9.3635; 0.0819; 0.1443; 0.0434; 120.97; 2.11; -20.89; 44.93897; -93.108185; 708.4; 28.8; 25.8; 64.2; 59.0; 3.744; 216131; 
-3.5238; 0.6746; 9.2258; -0.0642; 0.0783; -0.0674; 121.56; -0.02; -21.12; 44.93897; -93.108185; 708.4; 28.8; 25.8; 64.2; 59.0; 3.744; 216633; 
-3.8543; 0.8011; 9.9756; 0.02; 0.1007; -0.0332; 122.14; -0.78; -20.87; 44.938946; -93.1078; 711.9; 27.9; 22.6; 64.2; 59.0; 3.744; 217134; 
-3.3397; 0.426; 8.8301; 0.0; -0.0367; -0.0459; 122.26; -1.82; -20.69; 44.938946; -93.1078; 711.9; 27.9; 22.6; 64.2; 59.0; 3.744; 217634; 
-3.2548; 0.5586; 9.2172; 0.0198; -0.0611; 0.0; 121.26; -2.07; 20.79; 44.938946; -93.1078; 711.9; 27.9; 22.6; 64.2; 59.0; 3.744; 218159; 
-3.1313; 0.4824; 9.3508; 0.0879; 0.0678; 0.031; 121.51; -2.69; -19.99; 44.938946; -93.1078; 711.9; 27.9; 22.6; 64.2; 59.0; 3.744; 218660; 
-3.2539; 0.7023; 9.4308; 0.0559; 0.0753; -0.0414; 121.78; -3.2; -19.56; 44.938946; -93.1078; 711.9; 27.9; 22.6; 64.2; 59.0; 3.744; 219160; 
-3.0438; 0.4359; 9.2171; 0.0; 0.1414; 0.0; 121.72; -3.19; -19.42; 44.938946; -93.1078; 711.9; 27.9; 22.6; 64.2; 59.0; 3.744; 219668; 
-2.5197; 0.2563; 9.3897; 0.0367; 0.0; 0.0461; 121.51; -3.05; -18.43; 44.938946; -93.1078; 711.9; 27.9; 22.6; 64.2; 59.0; 3.744; 220178; 
-2.5384; 0.188; 9.366; 0.0; 0.2149; 0.0; 121.8; -3.02; -16.88; 44.938946; -93.1078; 711.9; 27.9; 22.6; 64.2; 59.0; 3.744; 220691; 
-2.5013; -0.0846; 9.0023; -0.1328; 0.0; -0.1074; 121.28; -2.44; -16.11; 44.938946; -93.1078; 711.9; 27.9; 22.6; 64.2; 59.0; 3.744; 221210; 
-2.2593; 0.1114; 9.3445; 0.0; 0.0; 0.0; 120.7; -1.8; -15.87; 44.938946; -93.1078; 711.9; 27.9; 22.6; 64.2; 59.0; 3.744; 221711; 
-1.8355; 0.3263; 9.964; 0.0718; -0.0961; 0.1184; 120.97; -2.14; -14.09; 44.93891; -93.106895; 716.5; 41.399998; 51.6; 64.2; 59.0; 3.744; 222213; 
-1.5502; 0.2443; 9.6699; -0.0306; -0.0566; -0.0319; 121.62; -2.65; -13.13; 44.93891; -93.106895; 716.5; 41.399998; 51.6; 64.2; 59.0; 3.744; 222713; 
-1.3908; 0.5812; 9.582; 0.0; 0.0; 0.0; 122.14; -2.67; -11.56; 44.93891; -93.106895; 716.5; 41.399998; 51.6; 64.2; 59.0; 3.744; 223251; 
-1.0722; 0.4232; 9.988; -0.0348; 0.0; -0.0318; 122.57; -2.63; -10.3; 44.93891; -93.106895; 716.5; 41.399998; 51.6; 64.2; 59.0; 3.744; 223752; 
-0.9091; 0.6663; 10.1866; 0.0; 0.0565; -0.1158; 123.15; -3.03; -8.54; 44.93891; -93.106895; 716.5; 41.399998; 51.6; 64.2; 59.0; 3.744; 224260; 
-0.5841; 0.1406; 10.0766; 0.0; 0.0841; 0.0; 123.97; -2.7; -7.08; 44.93891; -93.106895; 716.5; 41.399998; 51.6; 64.2; 59.0; 3.744; 224835; 
-0.6221; 0.6507; 10.4956; -0.0367; 0.0362; 0.0461; 124.01; -2.55; -5.53; 44.93891; -93.106895; 716.5; 41.399998; 51.6; 64.2; 59.0; 3.744; 225339; 
-0.7043; 0.0738; 10.5502; -0.06; -0.096; 0.0831; 123.77; -0.5; -5.49; 44.93891; -93.106895; 716.5; 41.399998; 51.6; 64.2; 59.0; 3.744; 225840; 
-0.6278; -0.226; 10.6022; -0.0578; -0.0267; 0.1097; 121.62; 0.98; -4.89; 44.93891; -93.106895; 716.5; 41.399998; 51.6; 64.2; 59.0; 3.744; 226341; 
-2.5333; -1.2188; 9.6109; -0.0536; 0.0; 0.2281; 119.71; 3.43; -10.02; 44.93891; -93.106895; 716.5; 41.399998; 51.6; 64.2; 59.0; 3.744; 226845; 
-3.4776; -1.3399; 9.2364; -0.0919; 0.0; 0.26; 113.3; 4.77; -14.78; 44.938972; -93.10622; 695.5; 27.0; 29.0; 64.2; 59.0; 3.744; 227363; 
-4.0069; -1.8454; 9.3177; -0.142; -0.0566; 0.3112; 111.8; 5.2; -17.24; 44.938972; -93.10622; 695.5; 27.0; 29.0; 64.0; 58.0; 3.779; 227882; 
-3.9221; -1.7297; 9.1443; -0.1218; 0.1033; 0.3506; 108.34; 6.44; -20.55; 44.938972; -93.10622; 695.5; 27.0; 29.0; 64.0; 58.0; 3.779; 228382; 
-3.531; -2.2961; 9.1011; -0.1516; 0.0; 0.4071; 103.71; 7.82; -22.82; 44.938972; -93.10622; 695.5; 27.0; 29.0; 64.0; 58.0; 3.779; 228910; 
-3.6618; -3.0255; 9.5837; -0.1484; 0.018; 0.4274; 115.59; 9.82; 24.37; 44.938972; -93.10622; 695.5; 27.0; 29.0; 64.0; 58.0; 3.779; 229424; 
-3.5719; -3.3806; 9.5242; -0.1825; -0.0321; 0.4114; 95.44; 12.97; -25.3; 44.938972; -93.10622; 695.5; 27.0; 29.0; 64.0; 58.0; 3.779; 229941; 
-3.6508; -2.9932; 9.5091; -0.0312; -0.0257; 0.2813; 112.24; 13.21; 25.75; 44.938972; -93.10622; 695.5; 27.0; 29.0; 64.0; 58.0; 3.779; 230448; 
-3.7626; -1.0233; 9.2008; 0.0; 0.0223; 0.1439; 98.41; 10.71; -26.03; 44.938995; -93.10597; 685.5; 18.0; 35.5; 64.0; 58.0; 3.779; 230948; 
-3.8311; -0.4917; 9.312; 0.0; 0.0; 0.0509; 103.26; 7.73; -25.27; 44.938995; -93.10597; 685.5; 18.0; 35.5; 64.0; 58.0; 3.779; 231448; 
-3.8076; -0.3853; 9.0406; 0.0; -0.0224; 0.0387; 105.06; 5.49; -24.46; 44.938995; -93.10597; 685.5; 18.0; 35.5; 64.0; 58.0; 3.779; 231948; 
-3.818; -0.4886; 9.2993; 0.0; -0.0203; 0.0202; 105.97; 3.7; -23.85; 44.938995; -93.10597; 685.5; 18.0; 35.5; 64.0; 58.0; 3.779; 232448; 
-2.6695; -0.1726; 9.7902; 0.039; 0.0703; 0.0401; 107.0; 2.13; -21.56; 44.938995; -93.10597; 685.5; 18.0; 35.5; 64.0; 58.0; 3.779; 232963; 
-3.0345; -0.0784; 9.6834; -0.025; 0.0734; 0.0207; 107.42; 1.26; -19.88; 44.938995; -93.10597; 685.5; 18.0; 35.5; 64.0; 58.0; 3.779; 233463; 
-3.0755; 0.0135; 9.1599; 0.0; 0.0318; 0.0184; 107.32; 1.24; -19.34; 44.938995; -93.10597; 685.5; 18.0; 35.5; 64.0; 58.0; 3.779; 233963; 
-3.3147; 0.1605; 9.46; -0.0728; -0.1535; -0.0466; 107.56; 0.66; -18.99; 44.938995; -93.10597; 685.5; 18.0; 35.5; 64.0; 58.0; 3.779; 234463; 
-3.3131; 0.2747; 9.7395; -0.0185; 0.0437; 0.0; 107.91; -0.02; -19.11; 44.938995; -93.10597; 685.5; 18.0; 35.5; 64.0; 58.0; 3.779; 234970; 
-3.1189; -0.0672; 9.4442; 0.0; 0.0351; 0.0; 108.02; -0.03; 19.23; 44.938995; -93.10597; 685.5; 18.0; 35.5; 64.0; 58.0; 3.779; 235471; 
-2.8782; 0.4974; 9.039; 0.0; -0.0394; 0.0; 108.45; -1.6; -18.47; 44.938995; -93.10597; 685.5; 18.0; 35.5; 64.0; 58.0; 3.779; 235992; 
-3.0468; 0.8671; 9.7302; -0.0551; -0.063; -0.026; 108.44; -2.25; -17.98; 44.938995; -93.10597; 685.5; 18.0; 35.5; 64.0; 58.0; 3.779; 236493; 
-2.917; 0.4666; 9.399; -0.0594; -0.0448; -0.0301; 108.63; -2.55; -17.96; 44.939632; -93.10608; 687.1; 31.5; 38.7; 64.0; 58.0; 3.779; 236993; 
-2.8739; 0.5706; 9.5516; 0.0; -0.0417; 0.0; 109.05; -2.18; -17.47; 44.939632; -93.10608; 687.1; 31.5; 38.7; 64.0; 58.0; 3.779; 237494; 
-2.7109; 0.5329; 9.7546; 0.0377; 0.0; 0.0; 108.97; -2.45; -17.64; 44.939632; -93.10608; 687.1; 31.5; 38.7; 64.0; 58.0; 3.779; 237995; 
-2.3733; 0.5839; 10.1558; 0.047; 0.0; 0.0; 109.26; -3.64; -16.44; 44.939632; -93.10608; 687.1; 31.5; 38.7; 64.0; 58.0; 3.779; 238495; 
-1.541; 0.9653; 9.6111; 0.0234; 0.0329; -0.04; 109.31; -4.49; -13.77; 44.939632; -93.10608; 687.1; 31.5; 38.7; 64.0; 58.0; 3.779; 239004; 
-1.1441; 0.6336; 9.9971; 0.0404; -0.0908; 0.0; 109.12; -4.86; -11.75; 44.939632; -93.10608; 687.1; 31.5; 38.7; 64.0; 58.0; 3.779; 239526; 
-0.7444; 0.5988; 10.415; 0.0435; -0.0194; 0.0; 109.3; -4.85; -9.35; 44.939632; -93.10608; 687.1; 31.5; 38.7; 64.0; 58.0; 3.779; 240060; 
-0.4787; 0.5119; 9.6606; 0.0; 0.0; 0.0; 108.96; -4.55; -7.95; 44.939632; -93.10608; 687.1; 31.5; 38.7; 64.0; 58.0; 3.779; 240566; 
-0.2627; 0.6854; 10.349; 0.0; -0.0427; 0.0; 111.0; -4.37; 6.26; 44.939632; -93.10608; 687.1; 31.5; 38.7; 64.0; 58.0; 3.779; 241067; 
-2.624; 0.7854; 9.5654; 0.0; 0.0191; 0.0; 110.06; -4.05; -5.04; 44.939632; -93.10608; 687.1; 31.5; 38.7; 64.0; 58.0; 3.779; 241576; 
-2.4908; 1.2821; 9.3786; 0.0; -0.0653; -0.1698; 110.84; -4.07; -8.79; 44.939934; -93.10607; 681.6; 23.4; 41.9; 64.0; 58.0; 3.779; 242076; 
-3.531; 1.5481; 9.2388; 0.0956; 0.0221; -0.3084; 116.49; -5.88; -12.3; 44.939934; -93.10607; 681.6; 23.4; 41.9; 64.0; 58.0; 3.779; 242576; 
-3.788; 2.3404; 8.8979; 0.0839; -0.1229; -0.4458; 125.48; -8.22; -16.79; 44.939934; -93.10607; 681.6; 23.4; 41.9; 64.0; 58.0; 3.779; 243076; 
-3.4915; 2.7561; 8.7851; 0.1681; 0.0; -0.4906; 133.9; -10.63; -20.2; 44.939934; -93.10607; 681.6; 23.4; 41.9; 64.0; 58.0; 3.779; 243577; 
-3.5741; 3.0634; 9.1172; 0.1723; -0.0344; -0.4853; 140.41; -12.77; -21.71; 44.939934; -93.10607; 681.6; 23.4; 41.9; 64.0; 58.0; 3.779; 244078; 
-3.801; 2.3762; 8.7051; 0.0871; -0.0557; -0.3222; 140.0; -12.71; -23.58; 44.939934; -93.10607; 681.6; 23.4; 41.9; 64.0; 58.0; 3.779; 244580; 
-3.9093; 1.0924; 8.9981; 0.0; -0.0174; -0.1336; 132.98; -9.96; -24.02; 44.939934; -93.10607; 681.6; 23.4; 41.9; 64.0; 58.0; 3.779; 245087; 
-3.9212; 0.3956; 9.1539; 0.0; -0.027; -0.0532; 126.92; -6.93; -24.23; 44.939934; -93.10607; 681.6; 23.4; 41.9; 64.0; 58.0; 3.779; 245605; 
-3.8308; -0.2907; 9.1295; -0.0344; 0.0; 0.0301; 122.74; -4.24; -23.72; 44.939934; -93.10607; 681.6; 23.4; 41.9; 64.0; 58.0; 3.779; 246122; 
-3.7069; -1.074; 9.3569; -0.0598; 0.0178; 0.1291; 118.99; -0.95; -23.1; 44.939934; -93.10607; 681.6; 23.4; 41.9; 64.0; 58.0; 3.779; 246622; 
-3.6822; -1.425; 9.3897; 0.0; 0.0; 0.1696; 114.37; 1.23; -22.71; 44.940186; -93.10568; 674.2; 28.8; 25.8; 64.0; 58.0; 3.779; 247154; 
-2.7942; -1.4524; 9.7139; 0.0; 0.0178; 0.2069; 112.56; 2.12; -21.48; 44.940186; -93.10568; 674.2; 28.8; 25.8; 64.0; 58.0; 3.779; 247658; 
-2.5878; -1.4273; 9.6037; -0.0651; 0.0284; 0.208; 120.67; 2.69; 20.79; 44.940186; -93.10568; 674.2; 28.8; 25.8; 64.0; 58.0; 3.779; 248159; 
-2.8908; -1.5955; 9.532; -0.0939; -0.0462; 0.1856; 111.41; 5.44; -19.08; 44.940186; -93.10568; 674.2; 28.8; 25.8; 64.0; 58.0; 3.779; 248659; 
-2.8899; -1.527; 9.6748; -0.0811; -0.0408; 0.1771; 111.47; 7.73; -18.49; 44.940186; -93.10568; 674.2; 28.8; 25.8; 64.0; 58.0; 3.779; 249160; 
-3.3258; -1.2755; 9.3502; -0.0385; 0.021; 0.1056; 112.9; 8.24; -19.41; 44.940186; -93.10568; 674.2; 28.8; 25.8; 64.0; 58.0; 3.779; 249664; 
-3.2479; -0.977; 9.5162; -0.0556; 0.0; 0.0737; 114.37; 7.4; -20.04; 44.9394; -93.10646; ; ; 448.4; 64.0; 58.0; 3.779; 250166; 
-3.3235; -0.8848; 9.2615; 0.0; 0.0327; 0.0737; 114.48; 6.61; -20.17; 44.9394; -93.10646; ; ; 448.4; 64.0; 58.0; 3.779; 250666; 
-3.1515; -0.7109; 9.3889; 0.0; 0.0; 0.0681; 114.93; 5.69; -20.18; 44.9394; -93.10646; ; ; 448.4; 64.0; 58.0; 3.779; 251166; 
-2.6928; -0.2528; 9.5534; 0.0; 0.0; 0.0357; 115.33; 4.23; -19.19; 44.9394; -93.10646; ; ; 448.4; 64.0; 58.0; 3.779; 251721; 
-2.6058; -0.0971; 9.692; 0.0; 0.0; 0.0194; 115.82; 3.13; -18.0; 44.94045; -93.10527; 675.8; 35.1; 32.3; 64.0; 58.0; 3.779; 252221; 
-1.7397; -0.1096; 9.7754; 0.0; 0.0; 0.0; 115.98; 2.46; -16.11; 44.94045; -93.10527; 675.8; 35.1; 32.3; 64.0; 58.0; 3.779; 252721; 
-1.2703; 0.0192; 9.9104; -0.0224; 0.0; 0.0; 116.17; 1.57; -13.24; 44.94045; -93.10527; 675.8; 35.1; 32.3; 64.0; 58.0; 3.779; 253221; 
-1.1867; 0.0106; 9.9509; 0.0214; 0.0595; 0.0; 116.32; 1.32; -11.93; 44.94045; -93.10527; 675.8; 35.1; 32.3; 64.0; 58.0; 3.779; 253725; 
-0.5642; 0.0148; 10.0327; -0.0297; 0.0; 0.0; 116.71; 0.87; -9.54; 44.94045; -93.10527; 675.8; 35.1; 32.3; 64.0; 58.0; 3.779; 254231; 
-0.4142; 0.2343; 10.047; 0.0; 0.0; 0.0; 117.11; 0.54; -7.29; 44.94045; -93.10527; 675.8; 35.1; 32.3; 64.0; 58.0; 3.779; 254731; 
-0.2938; 0.0367; 10.1878; 0.0; 0.0404; 0.0; 117.43; 0.26; -5.34; 44.94045; -93.10527; 675.8; 35.1; 32.3; 64.0; 58.0; 3.779; 255231; 
-2.4438; -0.1674; 9.5968; -0.021; -0.026; 0.0; 117.61; 0.37; -8.41; 44.94045; -93.10527; 675.8; 35.1; 32.3; 64.0; 58.0; 3.779; 255737; 
-4.3854; -0.3072; 9.1547; 0.0; 0.0433; 0.0; 117.87; 0.51; -12.51; 44.94045; -93.10527; 675.8; 35.1; 32.3; 64.0; 58.0; 3.779; 256237; 
-4.0015; -0.1407; 9.2478; 0.0; -0.0654; 0.0; 117.36; 0.57; -16.62; 44.94045; -93.10527; 675.8; 35.1; 32.3; 64.0; 58.0; 3.779; 256739; 
-4.0199; -0.1105; 9.0399; 0.0175; 0.0; 0.0; 116.63; 0.58; -19.2; 44.94068; -93.10491; 678.4; 26.099998; 32.3; 64.0; 58.0; 3.779; 257239; 
-4.1227; -0.0266; 9.3964; 0.0; 0.0; 0.0; 116.19; 0.46; -20.97; 44.94068; -93.10491; 678.4; 26.099998; 32.3; 64.0; 58.0; 3.779; 257739; 
-3.9349; 0.0305; 9.1734; -0.0252; -0.0174; 0.0; 115.76; 0.36; -21.99; 44.94068; -93.10491; 678.4; 26.099998; 32.3; 64.0; 58.0; 3.779; 258239; 
-4.1444; 0.2334; 9.0343; 0.0288; 0.0508; -0.0241; 115.87; -0.43; -22.51; 44.94068; -93.10491; 678.4; 26.099998; 32.3; 64.0; 58.0; 3.779; 258762; 
